Sample ID,Lab ID,Habitat,Vegetation,Date,Time,LatitudeN,LongitudeE,Elevation (m),OS Grid Reference,Aspect,Water content (% of wet soil mass),Total Carbon (g kg-1),Total Nitrogen (g kg-1),C:N ratio,pH,DOC Concentration (mg C g-1),TNb Concentration (mg N g-1),DOM curve alpha parameter,Standardized Absorbance at 254 nm (L mg-1 cm-1),Al (mg g-1),Zn (mg g-1),Mn (mg g-1),Mg (mg g-1),Ca (mg g-1),Na (mg g-1),K (mg g-1),% Grass (unidentified species),% Molinea species,%Sedge,% Festuca,%Ranunculus ,%Moss,%Lichen,%Unidentified Forb,%Hieraciem,%Bird's Trefoil,%Euphrasia,% Tormentil,% Asteraceae,% Trifolium,% Urtica dioica,% Gallium,% Cinquefoil,% Rumex acetosa,% Wood Sorrel,% Calluna vulgaris,% Vaccinium myrtilus ,% Bracken,Nematodes per g dry soil,Sprg1,Sprg2,Mstg1,Mite1,Mite2,Sprg3,Cent1,Tank1,Mite3,Mite4,Box1,Tank2,Mite5,Mite6,Mite7,Mite8,Mstg2,Mite10,Mite11,Mite12,Mstg3,Sprg4,Sprg5,Sprg6,Sprg7,Sprg8,Sprg9,Sprg10,Mite13,Mite14,Mstg4,Mite15,Mite16,Mite17,Mite18,Mite19,Mite20,Mite21,Mite22,Mite23,Grp1,Spid1,Sprg11,Mite24,Mstg5,Mite25,Mstg6,Sprg12,Sprg13,Sprg14,Mite26,Mite27,Mite28,Mite29,Larv1,Hyme1,Larv2,Mite30,Mite31,Mite32,Mite33,Mite34,Mite35,Mite36,Mstg7,Mite37,Mite38,Mite39,Mite40,Mite41,Mite42,Mite43,Mite44,Tank3,Tick2,Mite45,Mite46,Mstg8,Mstg9,Mstg10,Mite47,Mite48,Sprg15,Mstg11,Mite49,Mite50,Mite51,Sprg16,Mite52,Mite53,Box2,Mstg12,Mstg13,Mite54,Mite55,Turt1,Mite56,Sprg17,Mite57,Mite58,Mite59,Mite60,Larv3,Hyme2,Mstg14,Sprg18,Mstg15,Larv4,Tank4,Mite62,Mite63,Mite64,Mite65,Mite66,Mite67,Mstg16,Mstg17,Mite68,Mstg18,Mstg19,Mite69,Mite70,Mite71,Mstg20,Mite72,Mite73,Mite74,Neel1,Sprg19,Sprg20,Turt2,Mstg21,Larv5,Larv6,Mstg22,Mite75,Mite76,Mite77,Mstg23,Mstg24,Mstg25,Mite78,Mite79,Mite80,Mite81,Mstg26,Mstg27,Mite83,Mite84,Mite85,Mite86,Mite87,Mite88,Mite89,Mite90,Mite91,Mite92,Mite93,Mite94,Mstg28,Mite95,Mite96,Mite97,Mite98,Mite99,Mite100,Neel2,Sprg21,Larv7,Sprg22,Sprg23,Box3,Mstg29,Mstg30,Mstg31,Mite104,Mstg32,Mstg33,Mite105,Mite106,Mite107,Mite108,Mite109,Mite110,Mstg34,Mstg35,Mstg36,Mite111,Mite112,Mite113,Mite114,Sprg24,Hyme3,Mite115,Neel3,Sprg25,Sprg26,Sprg27,Sprg28,Turt3,Turt4,Mstg37,Box4,Box6,Box7,Box8,Turt5,Aphi1,Mite118,Mite120,Mite121,Mite122,Mite123,Mite124,Mite125,Neel4,Mite126,Mite127,Mite128,Mite129,Mite130,Mite131,Mite132,Mite133,Mite134,Mite135,Mite136,Sprg29,Larv8,Sprg30,Neel5,Pter1,Mite137,Mite138,Mite139,Mite140,Mstg38,Mstg39,Mstg40,Mite141,Mite142,Mstg41,Mite143,Mstg42,Mite144,Hyme4,Smin1,Mstg43,Mite146,Smin2,Mite147,Mite148,Mite149,Hyme5,Box10,Box11,Mite150,Sprg31,Mite151,Mite152,Mite153,Mite154,Mstg44,Mstg45,Mstg46,Fly1,Mite155,Mite156,Mite157,Mite158,Mite159,Turt6,Mite160,Mstg47,Mstg48,Mstg49,Mite161,Mstg50,Mstg51,Mite162,Mite163,Smin3,Mite164,Tank5,Mite165,Mite166,Mstg52,Box12,Mite167,Smin4,Mite168,Smin5,Mite169,Mite170,Mite171,Aphi2,Box13,Mstg53,Sprg32,Mite172,Sprg33,Sprg34,Mite173,Mstg54,Mstg55,Mstg56,Mstg57,Mite174,Mite175,Mite176,Mite177,Pseu1,Mite178,Mite179,Mite180,Mite181,Mite182,Mite183,Mite184,Mite185,Mite186,Mite187,Mite188,Mite189,Mite190,Mite191,Mite192,Mstg59,Smin6,Mite193,Mite194,Mite195,Mite196,Mite197,Mite198,Fly2,Turt7,Mstg60,Larv9,Bug1,Mite204,Mite199,Mite200,Mite201,Mite202,Mite203,Sprg35,Spid2,Spid3,Box14,Smin7,Mite205,Mite206,Larv10,Mstg61,Mite207,Mite210,Mite211,Mite212,Mite208,Cent3,Ant1,Mite213,Smin8,Smin9,Smin10,Mite214,Mite215,Larv11,Wdl1,Mite216,Fly3,Mstg62,Astig1,Hyme6,Mite217,Mite218,Mite219,Mite220,Nothrus,Mite102,Ench,Mstg58,Mite82,Mill1,Box9
GBA3,GN5,Grassland,Bracken Absent,18/08/2023,15:04,54.525422,-2.7679674,380,NY5039314731,S,34.46892973,93.22005,7.495762,12.43636738,4.71,2.691938009,0.149046958,0.014716756,0.000428744,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82450867,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,0,0,0,0,0,2,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,26,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,2,0,0,0,0,0,1,0,0,3,1,1,1,1,1,5,6,1,1,1,5,2,1,1,2,5,2,3,2,4,1,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
GBA4,GN9,Grassland,Bracken Absent,18/08/2023,14:01,54.524878,-2.7714954,410,NY5016414673,SW,66.40779425,283.92876,15.875538,17.88467011,4.86,3.003206953,0.310998187,0.009123129,0.00141979,0.093878038,0.022644571,0.17482302,0.2570825,2.0847836,0.1244581,0.358695,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30.63167435,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,2,17,0,0,0,0,0,31,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,6,8,2,0,13,12,3,3,2,3,1,1,1,2,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
GBA5,GN10,Grassland,Bracken Absent,18/08/2023,13:41,54.525544,-2.7714771,414,NY5016614747,SSW,56.02403025,251.74001,14.529061,17.3266538,4.7,1.646093019,0.225638609,0.013727369,0.001035799,0.035993802,0.014688648,0.134815,0.3082535,3.4371543,0.11347629,0.4413644,90,0,0,8,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30.46465891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,24,0,0,0,0,0,12,0,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,34,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,1,1,2,1,1,1,4,1,3,5,5,1,7,3,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,58,0,0
HBP1,UB1,Heathland,Bracken Present,17/08/2023,17:14,54.529332,-2.7651358,396,NY5058115164,S,57.40694729,168.28103,11.25311,14.95417978,3.73,1.671589136,0.106831317,0.013349094,0.002644892,0.19165043,0.013794635,0.05460134,0.3706754,0.4902699,0.20537942,0.4157182,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75,4.296628776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,104,0,0,0,18,1,2,1,0,1,1,1,2,10,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0
HBP2,UB4,Heathland,Bracken Present,17/08/2023,18:05,54.530239,-2.7637775,369,NY5067015264,ESE,62.81795104,151.74659,10.58148,14.3407718,4.33,1.333054433,0.107098332,0.013458351,0.001285027,0.197078921,0.00707649,0.19029541,0.1835706,0.531501,0.07716981,0.2624085,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,80,60.84592703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,1,3,4,10,2,7,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,13,0,0
HBP3,UB6,Heathland,Bracken Present,17/08/2023,16:26,54.52783,-2.7666683,393,NY5048014998,NE,66.33097424,206.49973,11.550282,17.87832799,3.64,1.830821196,0.114180064,0.012613533,0.000688348,,,,,,,,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5.197655593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,4,4,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0
HBP4,UB9,Heathland,Bracken Present,17/08/2023,17:33,54.529519,-2.7639186,378,NY5066015184,ENE,51.47652713,148.64245,9.047159,16.42973778,3.81,3.580381256,0.100730812,0.014132703,0.000958642,0.206784159,0.009684233,0.19002742,0.3829743,0.6354463,0.10700075,0.4667557,1,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,12.51923244,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,1,27,7,24,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,1,2,101,0,0
HBP5,UB10,Heathland,Bracken Present,17/08/2023,16:08,54.528125,-2.7669211,390,NY5046415031,NNE,73.15683703,335.86401,20.676478,16.24377275,3.78,2.686051685,0.215865587,0.015750041,0.002742434,0.209473847,0.020121852,0.0844941,0.5046818,1.2599837,0.36424058,1.0058384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,28.25052078,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,94,0,0
HBA1,UN1,Heathland,Bracken Absent,17/08/2023,16:52,54.528751,-2.7660521,385,NY5052115100,W,68.5981468,351.66909,13.19673,26.64819921,3.84,2.783245572,0.211060974,0.016537339,0.001969308,0.17853874,0.022658102,0.03951694,0.3393513,0.4699405,0.1446007,0.5319902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,0,30.80114758,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,61,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,38,1,22,5,6,1,1,2,2,1,1,2,1,2,1,1,1,1,3,1,1,2,2,1,1,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28,1,0,2,0,3
HBA2,UN3,Heathland,Bracken Absent,17/08/2023,15:07,54.52722,-2.7721577,428,NY5012414934,SSW,79.03467985,471.31717,15.261148,30.88346761,3.7,2.863402789,0.097207004,0.012672619,0.001677189,0.029870036,0.029907262,0.06465741,0.5123903,1.2612387,0.19632726,0.4644837,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2,0,92.33247109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,32,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,6,5,0,0,6,0,56,0,4,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,36,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,16,19,0,5
HBA3,UN7,Heathland,Bracken Absent,17/08/2023,15:46,54.527806,-2.7676568,397,NY5041614996,SW,74.05851709,443.68195,15.217143,29.15671818,3.71,6.160814777,0.124001441,0.013777043,0.000275585,0.104194295,0.03808345,0.07053301,0.5460137,1.2850513,0.21482876,0.6091088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0,54.9732242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,3,25,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,25,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,6,0,16,20,0,0
